"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 03:41:34 GMT 2025","Mon Oct 13 03:41:36 GMT 2025","1439","webkit","example.spec.js","","","","get started link",""
"passed","Mon Oct 13 03:41:29 GMT 2025","Mon Oct 13 03:41:34 GMT 2025","4685","webkit","example.spec.js","","","","has title",""
"passed","Mon Oct 13 03:41:24 GMT 2025","Mon Oct 13 03:41:24 GMT 2025","330","chromium","example.spec.js","","","","has title",""
"passed","Mon Oct 13 03:41:25 GMT 2025","Mon Oct 13 03:41:27 GMT 2025","1257","firefox","example.spec.js","","","","has title",""
"passed","Mon Oct 13 03:41:24 GMT 2025","Mon Oct 13 03:41:25 GMT 2025","408","chromium","example.spec.js","","","","get started link",""
"passed","Mon Oct 13 03:41:27 GMT 2025","Mon Oct 13 03:41:28 GMT 2025","844","firefox","example.spec.js","","","","get started link",""
