"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 25 03:23:43 GMT 2025","Tue Feb 25 03:23:43 GMT 2025","699","webkit","example.spec.js","","","","has title",""
"passed","Tue Feb 25 03:23:39 GMT 2025","Tue Feb 25 03:23:40 GMT 2025","721","firefox","example.spec.js","","","","get started link",""
"passed","Tue Feb 25 03:23:37 GMT 2025","Tue Feb 25 03:23:38 GMT 2025","1081","firefox","example.spec.js","","","","has title",""
"passed","Tue Feb 25 03:23:36 GMT 2025","Tue Feb 25 03:23:36 GMT 2025","318","chromium","example.spec.js","","","","has title",""
"passed","Tue Feb 25 03:23:36 GMT 2025","Tue Feb 25 03:23:37 GMT 2025","426","chromium","example.spec.js","","","","get started link",""
"passed","Tue Feb 25 03:23:44 GMT 2025","Tue Feb 25 03:23:45 GMT 2025","949","webkit","example.spec.js","","","","get started link",""
