"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 18 03:30:36 GMT 2025","Thu Sep 18 03:30:44 GMT 2025","7593","webkit","example.spec.js","","","","has title",""
"passed","Thu Sep 18 03:30:33 GMT 2025","Thu Sep 18 03:30:34 GMT 2025","1236","firefox","example.spec.js","","","","has title",""
"passed","Thu Sep 18 03:30:29 GMT 2025","Thu Sep 18 03:30:30 GMT 2025","344","chromium","example.spec.js","","","","has title",""
"passed","Thu Sep 18 03:30:32 GMT 2025","Thu Sep 18 03:30:32 GMT 2025","417","chromium","example.spec.js","","","","get started link",""
"passed","Thu Sep 18 03:30:45 GMT 2025","Thu Sep 18 03:30:46 GMT 2025","1730","webkit","example.spec.js","","","","get started link",""
"passed","Thu Sep 18 03:30:34 GMT 2025","Thu Sep 18 03:30:35 GMT 2025","795","firefox","example.spec.js","","","","get started link",""
